@relation friedman
@attribute Input1 numeric
@attribute Input2 numeric
@attribute Input3 numeric
@attribute Input4 numeric
@attribute Input5 numeric
@attribute class numeric
@attribute group {0,1}
@data
0.466445364,0.171247535,0.03337136,0.95145266,0.427901242,18.92737273,0
0.654225183,0.356847229,0.807962796,0.213950649,0.420655241,14.28534799,1
0.170225242,0.993432684,0.713720012,0.655568657,0.551109143,14.2751386,1
0.650621553,0.965595099,0.32079126,0.702295242,0.452902851,20.71116844,0
0.333399485,0.527669244,0.450976033,0.246950171,0.50895421,9.110224319,1
0.330049526,0.627719101,0.040620732,0.147535558,0.158041144,13.36204891,1
0.750557522,0.436750443,0.537431382,0.324928766,0.336739509,15.05173019,0
0.217310411,0.416874686,0.337622857,0.005402645,0.270699443,4.527822193,1
0.64060922,0.634481283,0.452011278,0.414092508,0.013848486,14.24769066,1
0.271974583,0.273707745,0.295087982,0.270398259,0.792631024,10.91832907,1
0.345690531,0.238030864,0.912445832,0.341847557,0.496187827,9.103478771,1
0.574893507,0.240461554,0.784251387,0.344200582,0.605247364,10.85443282,1
0.23306445,0.137286187,0.498967626,0.572378245,0.53806777,9.789964308,1
0.573878155,0.268686634,0.982759497,0.892343756,0.919358694,22.64791478,0
0.522995779,0.552871092,0.958324326,0.914535234,0.861863614,25.38952096,0
0.527532136,0.104436805,0.885191621,0.678239052,0.197058514,12.05284818,1
0.340737705,0.596328509,0.753617699,0.490749054,0.85778599,15.30571498,0
0.807578011,0.434973337,0.084474427,0.834670224,0.507598962,23.16214437,0
0.732414099,0.250196987,0.395934358,0.682652896,0.545422691,14.07385215,1
0.136673019,0.477048239,0.302084708,0.985242428,0.277214244,14.98540148,0
0.981140356,0.990766398,0.528126167,0.938412672,0.362175476,12.28260773,1
0.653760626,0.794436624,0.373410386,0.474727283,0.507969638,19.94255234,0
0.267420537,0.548423201,0.275587474,0.755913221,0.035072033,14.3383947,1
0.528955706,0.085313281,0.073061095,0.744345821,0.431631819,16.27022929,0
0.745389943,0.685954641,0.971859705,0.845492724,0.795368866,28.5903858,0
0.052519947,0.00972668,0.737048343,0.76310321,0.647951742,11.75990851,1
0.081014022,0.850041411,0.468024605,0.680976356,0.080118236,9.116547934,1
0.455978497,0.376150649,0.386853249,0.497087536,0.108020536,9.151690401,1
0.661259415,0.440043255,0.876135588,0.738940369,0.344694497,19.70403006,0
0.380794021,0.989410211,0.209011527,0.913535215,0.040673041,22.3437997,0
0.427334406,0.062529991,0.31837314,0.953934844,0.805434219,16.07984996,0
0.987420164,0.664753685,0.757268434,0.344619921,0.723573568,17.50220396,0
0.129402068,0.069039302,0.246315697,0.277791751,0.4041112,6.381895356,1
0.111021002,0.548591003,0.923564432,0.537615171,0.129917328,10.44567794,1
0.999173272,0.09203215,0.059071818,0.355649845,0.048457356,12.62069723,1
0.750990239,0.686462903,0.963499423,0.739162516,0.526401369,22.63643836,0
0.087844888,0.935969099,0.363850401,0.586112139,0.418647761,10.72448128,1
0.519317632,0.429787961,0.158892582,0.695373605,0.475499085,19.02026557,0
0.80497996,0.919515161,0.769721175,0.642983686,0.954109357,19.32634288,0
0.881634357,0.742351398,0.844403519,0.098283417,0.452763838,13.01216378,1
0.103704503,0.693246341,0.583643147,0.170670906,0.370295317,6.155213234,1
0.062523274,0.252403755,0.068608612,0.01650458,0.302809528,7.15467494,1
0.256507486,0.371347625,0.216349972,0.984404067,0.043666755,16.44407109,0
0.057977154,0.604955763,0.481875069,0.706384063,0.609209366,12.85419038,1
0.581133816,0.526530077,0.263213342,0.229555706,0.677919423,14.41130118,1
0.235029127,0.432387504,0.689006546,0.944618444,0.309069322,15.83016843,0
0.508866383,0.788074777,0.893709391,0.331260399,0.519705091,18.3161636,0
0.158721125,0.011496923,0.122606313,0.327931431,0.825913608,10.55300837,1
0.701402673,0.686975015,0.992953375,0.006418242,0.244878057,16.20577515,0
0.94746117,0.22747767,0.269523235,0.199016048,0.747937081,11.3256522,1
0.52008427,0.958941356,0.974381692,0.613927354,0.591868052,22.77955737,0
0.935270551,0.503412533,0.225813381,0.924543835,0.156329168,20.38424981,0
0.188679149,0.229247603,0.652031408,0.811786878,0.770260049,12.66630043,1
0.465739092,0.234952003,0.674951557,0.910572536,0.944198895,18.10068158,0
0.430912056,0.198626691,0.924061888,0.423132319,0.793835089,14.21700056,1
0.795746843,0.241068393,0.744019535,0.227178031,0.326771162,12.29850295,1
0.519282797,0.087675807,0.275428346,0.193111446,0.758841709,9.282674043,1
0.327920818,0.721678135,0.81228994,0.710827165,0.24491477,18.67794509,0
0.857342163,0.168706002,0.072977152,0.919933593,0.879148416,23.05232234,0
0.943933771,0.584889137,0.407540105,0.662695994,0.548686082,19.76139166,0
0.052115965,0.042216124,0.815884795,0.015894773,0.313891926,0.956075976,1
0.039560427,0.734281914,0.594001454,0.899610703,0.288039995,11.69499144,1
0.198124024,0.987365118,0.124147284,0.461800589,0.554915816,14.33189895,1
0.697375656,0.137644563,0.018580869,0.694046034,0.437428653,15.32016515,0
0.765918533,0.297238225,0.387938956,0.159810315,0.708429493,12.22545318,1
0.313815217,0.190572545,0.824288992,0.55352101,0.341162264,11.04757329,1
0.080403307,0.852205637,0.722889135,0.705525855,0.180745595,9.834006408,1
0.14298015,0.419378914,0.931637471,0.822932803,0.234382352,15.13539976,0
0.79211247,0.547899652,0.133810578,0.365009098,0.965678816,19.70366297,0
0.090685104,0.829733961,0.02855377,0.637905652,0.082739109,13.0332671,1
0.383754862,0.067825828,0.328785514,0.21386395,0.56917619,4.372712093,1
0.487398005,0.947133425,0.008690227,0.55804457,0.767047391,25.24262335,0
0.611408651,0.855688547,0.928548012,0.481348465,0.534596891,21.26490713,0
0.988085136,0.195445914,0.685649511,0.975179353,0.447754819,19.45535895,0
0.559078081,0.917156068,0.601074479,0.363780755,0.902125726,17.59720296,0
0.08803251,0.778604657,0.887667887,0.997648789,0.120084284,15.08924996,0
0.401391319,0.275471598,0.617892946,0.537953266,0.450348916,8.93723935,1
0.366878075,0.32090463,0.815697477,0.176250503,0.167517571,6.824588715,1
0.106145987,0.671062669,0.717803214,0.756689189,0.655855366,14.06263257,1
0.52125244,0.431536699,0.333249992,0.059496745,0.528856004,11.42864238,1
0.833938966,0.325911077,0.984015046,0.223095775,0.234936353,13.94684686,1
0.578444575,0.115496983,0.507192668,0.350514544,0.61466476,8.422980244,1
0.664106519,0.401448923,0.841200707,0.643469846,0.728680085,19.40317711,0
0.064983871,0.417926933,0.671731461,0.286009469,0.110320006,4.128628241,1
0.470605163,0.024629465,0.09730694,0.862784494,0.617844787,14.84999609,0
0.670317194,0.396489628,0.135964816,0.521783555,0.647618295,18.7036016,0
0.118373838,0.760787244,0.90284959,0.097152522,0.346243661,9.818658957,1
0.414209257,0.160437664,0.869625892,0.807210191,0.822615523,16.55299374,0
0.831420962,0.596595652,0.377224641,0.93452553,0.186559707,20.81863368,0
0.695290054,0.654943394,0.410396137,0.711791616,0.716792597,21.13572485,0
0.770760942,0.854541287,0.661311071,0.947355682,0.191475813,16.42106314,0
0.244093214,0.450785088,0.371676276,0.444038433,0.112774609,9.341272092,1
0.728502196,0.831395515,0.346678641,0.94226158,0.162308601,20.35017993,0
0.06970429,0.777159883,0.698534309,0.51677569,0.465382056,11.73706167,1
0.566958812,0.31381607,0.198953997,0.138531194,0.726184541,12.27124082,1
0.089374254,0.955872254,0.832729616,0.448890376,0.763705899,12.45820365,1
0.392227338,0.276011984,0.925024153,0.873532644,0.175427965,15.83960848,0
0.467808884,0.562373001,0.276567017,0.375998002,0.887708064,16.94475347,0
0.327160444,0.254045662,0.193774792,0.27355591,0.80391574,11.55886787,1
0.651198858,0.635306616,0.557601121,0.411940476,0.878741048,18.11331612,0
0.834049442,0.410892355,0.585143158,0.902280388,0.507019639,21.41516601,0
0.238117637,0.764636658,0.707942804,0.917603404,0.99436134,21.9001621,0
0.904755242,0.812556945,0.333081816,0.407843361,0.640976152,16.30497359,0
0.783987116,0.748794922,0.12625247,0.136837719,0.094562003,13.18116423,1
0.738546068,0.472263207,0.308286029,0.888422456,0.408265213,19.14225505,0
0.244395056,0.415172809,0.623483184,0.43967698,0.278945853,8.112188144,1
0.457227182,0.6394793,0.537534014,0.33288304,0.455659614,10.6012035,1
0.504022766,0.218915396,0.179430397,0.397258466,0.686716821,12.33664326,1
0.690155657,0.230033221,0.367587989,0.292967796,0.448049353,8.358575141,1
0.136087487,0.726540655,0.56709524,0.653680859,0.011045599,9.068759721,1
0.816265634,0.756113612,0.003112001,0.774285777,0.471940206,23.30104243,0
0.907758072,0.303356826,0.478713647,0.658049508,0.915548818,17.98949152,0
0.154620563,0.739880395,0.576683053,0.815586062,0.082038126,13.10934344,1
0.60844335,0.733470141,0.621582543,0.773478256,0.5412833,21.53898153,0
0.875136935,0.931169562,0.227596091,0.432535564,0.143101224,13.03417146,1
0.56669087,0.682362573,0.694160979,0.566302347,0.866679952,20.69738099,0
0.044891643,0.092149888,0.21537581,0.417157683,0.116928558,7.304910574,1
0.632579488,0.774477124,0.351159898,0.952684012,0.521009425,22.19641681,0
0.097559374,0.341937553,0.380034075,0.525980544,0.866247964,11.11433629,1
0.746217644,0.814811152,0.471650849,0.294310511,0.634852483,14.80047203,0
0.014850124,0.05439702,0.444461853,0.271184776,0.517007931,6.372941776,1
0.60065286,0.223060722,0.890678634,0.56619641,0.826270596,17.58369692,0
0.144783367,0.128770996,0.871283085,0.082503292,0.476162237,6.891852019,1
0.50078269,0.398124877,0.195741185,0.585506962,0.475199415,17.42963562,0
0.467531462,0.837819603,0.437643659,0.30970431,0.817359684,14.67893549,0
0.311100994,0.534185191,0.444084528,0.565471982,0.711664413,14.63321326,1
0.942201261,0.569909705,0.29453966,0.885332553,0.062325606,20.35273051,0
0.795163316,0.510248931,0.366079173,0.47488758,0.082245278,14.6508042,1
0.293744819,0.07919815,0.016362441,0.906864336,0.525973306,14.47078367,1
0.766805826,0.011340985,0.591144949,0.84587516,0.551276084,11.39998193,1
0.897527548,0.829371341,0.467264105,0.212098406,0.229768402,10.13099911,1
0.985116588,0.04134031,0.214507944,0.893844551,0.658658609,15.25197691,0
0.397234094,0.447366725,0.799935551,0.378370649,0.189468872,10.85885233,1
0.326238888,0.203445697,0.25151425,0.332771577,0.360980135,8.909221239,1
0.174921153,0.111973897,0.906968582,0.549768394,0.486723848,11.42873977,1
0.620291452,0.093672351,0.167487811,0.109118609,0.865183138,9.610590885,1
0.461485025,0.455760747,0.237624332,0.919890912,0.459974439,19.55126997,0
0.272497042,0.404776325,0.519617498,0.374779335,0.919178308,12.76374998,1
0.457664228,0.93171493,0.583651001,0.247809361,0.947058464,15.33319292,0
0.851719282,0.946391981,0.726973345,0.816547944,0.528688152,16.59379621,0
0.795929613,0.036058521,0.342060955,0.591964417,0.893864209,10.27138575,1
0.238363493,0.179191104,0.047163047,0.399608062,0.762100051,12.0038207,1
0.240488021,0.044183355,0.136056894,0.426087796,0.819573061,11.45556175,1
0.429136245,0.758386882,0.328896027,0.299210294,0.755628669,15.39454757,0
0.404723739,0.003164391,0.288808624,0.600822877,0.892802954,11.55345842,1
0.862477908,0.606859729,0.180729244,0.153234018,0.122614133,13.0144252,1
0.238991398,0.345850225,0.80638402,0.708783183,0.17096419,12.03019166,1
0.929114416,0.044011307,0.446375263,0.062783125,0.804401554,5.539534088,1
0.123258676,0.734787365,0.558038121,0.703708834,0.335782282,10.44988184,1
0.625885814,0.035910243,0.885819885,0.848418962,0.533948878,15.5027668,0
0.232010309,0.784573807,0.510682327,0.622456325,0.35489406,15.32434848,0
0.490243588,0.893600516,0.261996483,0.278784858,0.157419884,13.77930413,1
0.99971881,0.449758827,0.292769936,0.504872809,0.567180421,19.20077537,0
0.143087318,0.471880592,0.550624142,0.891023149,0.949678077,14.87934596,0
0.270700499,0.760927989,0.285109293,0.269688741,0.824450846,14.15504828,1
0.868292117,0.708203148,0.474445347,0.739075274,0.669591627,18.82265665,0
0.661109353,0.966279917,0.046392482,0.831896084,0.262769266,22.74837322,0
0.980575813,0.446383119,0.139941805,0.57979474,0.375465816,19.91831512,0
0.503029897,0.467947143,0.920215414,0.646907734,0.492187073,19.3160269,0
0.56633255,0.163300795,0.988431032,0.592491888,0.074156573,16.34904744,0
0.05301796,0.900716169,0.14482452,0.532935067,0.166617962,10.0153879,1
0.187086129,0.584200807,0.647449508,0.812942501,0.119625465,12.42062094,1
0.569649675,0.740784032,0.451307252,0.499850029,0.238466119,14.92452432,0
0.252185631,0.926410734,0.4911481,0.776818822,0.348982621,15.4719645,0
0.986910952,0.663788982,0.282916764,0.736862734,0.940234279,24.77275825,0
0.492074229,0.872327956,0.344182291,0.425605284,0.080824314,14.25002505,1
0.122866029,0.878602437,0.965855962,0.882732112,0.523396879,18.7586841,0
0.490454181,0.961842773,0.469204447,0.268204666,0.249354601,14.28919344,1
0.802482941,0.396292317,0.198171363,0.452286913,0.121095523,15.04037207,0
0.266796132,0.416135488,0.077953957,0.797142428,0.947112428,17.38781481,0
0.257684056,0.926438751,0.766297841,0.022422279,0.420533089,11.22185495,1
0.552924003,0.477958087,0.237698278,0.646116007,0.716632355,19.36463397,0
0.031331193,0.914971302,0.14448061,0.155393144,0.327394522,6.413090705,1
0.978346016,0.547554565,0.744706278,0.971685092,0.1306201,22.33139212,0
0.83794469,0.666131688,0.29063901,0.577045304,0.37325802,18.49003028,0
0.091983196,0.578294707,0.643643986,0.438915473,0.800185991,12.43923974,1
0.366914125,0.674946446,0.860374313,0.94745644,0.181028475,18.94831831,0
0.989973376,0.739856505,0.342067001,0.651347935,0.099394724,14.71380583,0
0.460362533,0.431759181,0.518243298,0.878752025,0.434963715,16.84196838,0
0.822929835,0.205234135,0.815771145,0.899742825,0.585607274,19.40566042,0
0.419872823,0.782325228,0.427393887,0.646691864,0.372122147,18.26412506,0
0.563553103,0.86635635,0.697036401,0.805824034,0.209164906,19.57889142,0
0.779685021,0.497916423,0.248519422,0.920572691,0.155722658,19.57531864,0
0.387240368,0.29898346,0.527885452,0.574349942,0.902104506,12.54940368,1
0.088688993,0.225922954,0.000654566,0.639823192,0.914894197,17.50353782,0
0.650165783,0.489485959,0.45292991,0.435972552,0.897757597,16.12224905,0
0.811891836,0.801048509,0.308738434,0.33148242,0.700177053,16.95985271,0
0.939139037,0.495810128,0.562593504,0.442128199,0.352367434,16.253112,0
0.410744906,0.137044531,0.125669069,0.40725546,0.867195582,14.84753118,0
0.436442829,0.516352221,0.306488043,0.230400099,0.970695389,13.74314109,1
0.519121416,0.502755257,0.770705133,0.30643736,0.732636709,13.9871998,1
0.030199806,0.803626268,0.624902059,0.374444071,0.626545952,6.239981765,1
0.989318017,0.303575906,0.630298254,0.370482719,0.722107614,17.09054976,0
0.258716893,0.069932926,0.022596127,0.127891491,0.233660319,5.549913266,1
0.307076037,0.005085375,0.154798726,0.489618603,0.755630525,10.78150991,1
0.140198779,0.103533598,0.014795485,0.517784073,0.368709474,13.05239439,1
0.226416193,0.844755044,0.55061492,0.800453186,0.46206383,15.16675658,0
0.090962495,0.55399484,0.994652121,0.689805108,0.787294073,16.51122975,0
0.633843365,0.187015142,0.887036959,0.801304323,0.821085392,18.92166292,0
0.402136725,0.596101795,0.527052892,0.397774454,0.754243205,15.0422053,0
0.187790286,0.49972672,0.027442635,0.725446958,0.82590274,18.63464919,0
0.392023998,0.279008684,0.355609216,0.649434837,0.310862078,13.66786413,1
0.635943127,0.808775842,0.198873699,0.349926703,0.841480572,19.13309033,0
0.497386707,0.046176295,0.708724367,0.593337594,0.379841627,11.01890036,1
0.963371695,0.484741991,0.862420065,0.03878121,0.08158905,13.48589705,1
0.851827738,0.011542138,0.566660445,0.383559507,0.149246721,5.571254592,1
0.401486244,0.20773069,0.334435045,0.697906177,0.347891304,12.16279699,1
0.722782966,0.66283882,0.951375935,0.674380895,0.306098173,22.12854243,0
0.272446428,0.907698338,0.716705056,0.971686738,0.14677848,17.48636707,0
0.878270434,0.70525527,0.523335609,0.890345676,0.296208239,19.45050398,0
0.574985121,0.140196289,0.079076629,0.822899696,0.909242128,17.79964616,0
0.760732994,0.370057288,0.543953796,0.381559348,0.505688184,14.62424971,1
0.682650787,0.524708674,0.375210512,0.15376669,0.353991386,12.53943979,1
0.436781784,0.845225149,0.167516954,0.395335885,0.805057665,19.59619622,0
0.125460043,0.354410104,0.872957706,0.528960873,0.136057983,10.71589132,1
0.708760122,0.944489692,0.044592692,0.1561564,0.823329002,18.08469229,0
0.952039105,0.187381556,0.485587291,0.164108907,0.924905553,12.57810701,1
0.73444203,0.166503965,0.446766772,0.90779113,0.62801555,16.5368923,0
0.149481,0.264223591,0.151209728,0.24206647,0.546128003,7.960097505,1
0.352417468,0.303276763,0.69241273,0.396752905,0.721610646,9.850745243,1
0.558408249,0.338741952,0.996040682,0.326864609,0.348655034,18.05262297,0
0.409238907,0.346633534,0.499260234,0.446083882,0.201135025,10.29031485,1
0.738857532,0.531153578,0.670619135,0.361850215,0.942286724,19.91028843,0
0.787533964,0.582391015,0.873487711,0.73413359,0.137310613,19.76959838,0
0.521259413,0.500020314,0.910833112,0.503318029,0.297686204,17.68567799,0
0.336440904,0.397443978,0.508630667,0.473111864,0.642939612,12.96480391,1
0.460548673,0.25984191,0.118727344,0.232576972,0.349773456,8.797926093,1
0.950526095,0.328105207,0.532568056,0.562205053,0.627150924,14.92349797,0
0.522981545,0.413078692,0.057162524,0.604477538,0.785229528,20.43212615,0
0.469194038,0.165978543,0.286595795,0.868629425,0.020905372,11.61668348,1
0.468462632,0.982832937,0.613598327,0.360499389,0.675823019,17.34807253,0
0.701669272,0.305247376,0.045803364,0.046165615,0.603834348,11.88081771,1
0.818992445,0.536127042,0.515010004,0.124573373,0.646419951,14.84716866,0
0.328590487,0.298496802,0.74842307,0.474298591,0.29779123,12.00026914,1
0.740039016,0.13450586,0.193376889,0.365754413,0.285420758,10.35881852,1
0.523655533,0.032320432,0.630286024,0.250373241,0.126924826,4.650543935,1
0.382014627,0.976982933,0.160707309,0.517808792,0.611476665,18.0822419,0
0.525396526,0.130608036,0.912849311,0.304407345,0.795863017,12.59234474,1
0.744853846,0.420950697,0.368120525,0.523003291,0.626648414,17.61533649,0
0.985775037,0.507968614,0.971088165,0.268194637,0.150853633,16.06992177,0
0.487727325,0.181389201,0.634666005,0.266165755,0.22520868,6.682119094,1
0.238599333,0.495379381,0.332232018,0.061979962,0.916533591,9.246902424,1
0.694629301,0.165691369,0.466260991,0.36052289,0.90663143,12.45497406,1
0.846819036,0.821082283,0.060428739,0.681976891,0.906372396,22.19288623,0
0.838893114,0.980599737,0.68134874,0.737298117,0.216132318,16.29722127,0
0.55843455,0.597047285,0.812709822,0.834489062,0.728401137,22.29442383,0
0.716290015,0.895567042,0.575246335,0.705587494,0.786106008,19.86542946,0
0.629283968,0.409180444,0.772471313,0.652095367,0.439925157,18.55570999,0
0.36262896,0.590341156,0.951822399,0.059103187,0.663722427,13.66246988,1
0.666579121,0.684871966,0.338900803,0.556116886,0.835266399,21.47276264,0
0.037020773,0.79233636,0.746715992,0.709087587,0.160518812,9.061686377,1
0.355359989,0.201775249,0.846047057,0.23947841,0.128787872,7.005291873,1
0.834279104,0.666404381,0.968756173,0.365699153,0.742708892,21.77176068,0
0.111725772,0.470135881,0.415812312,0.90404083,0.796316358,15.82378324,0
0.438015575,0.962286331,0.825387113,0.33816162,0.296599165,18.32720374,0
0.345449271,0.868618502,0.913633427,0.005213594,0.414033875,15.68566705,0
0.189591752,0.191924623,0.1030534,0.29876707,0.402722139,7.896092069,1
0.614326254,0.509469168,0.708029497,0.769020228,0.758983634,20.63335195,0
0.178796595,0.172682182,0.123033434,0.522684906,0.499786478,11.81884354,1
0.673717547,0.791355056,0.109333761,0.97819013,0.016593776,21.84205957,0
0.177506737,0.504990335,0.721410056,0.179489463,0.977340636,11.7689756,1
0.221333093,0.923635614,0.236692237,0.765782111,0.957434699,20.20913952,0
0.506963177,0.096684415,0.748968189,0.827914036,0.155076877,11.11218359,1
0.770308554,0.411632706,0.856134942,0.312596297,0.219559682,14.5020972,1
0.944013637,0.369259015,0.704115986,0.334426268,0.611705425,16.67326002,0
0.219606072,0.962564282,0.555140773,0.248859475,0.260231411,11.88238337,1
0.891769048,0.275150939,0.468694684,0.261815969,0.505957467,11.3673701,1
0.909850431,0.852407415,0.7045494,0.5909828,0.253403975,11.41854249,1
0.390843655,0.686858878,0.852363442,0.272691619,0.315721263,14.28024687,1
0.733820751,0.064917804,0.769080335,0.34929863,0.673167653,9.276935643,1
0.333765281,0.12015396,0.243370028,0.348375926,0.611294419,8.196143085,1
0.135753774,0.4491449,0.263393926,0.003074571,0.406692031,5.554677868,1
0.539523787,0.874441727,0.103525478,0.935050866,0.345883762,27.10768953,0
0.707916412,0.658411659,0.472225627,0.939209797,0.190747194,19.44765736,0
0.972542643,0.552619279,0.485269735,0.045399289,0.077741227,10.88654296,1
0.302497256,0.036879552,0.40540249,0.669177745,0.205962857,8.123948658,1
0.464760237,0.6216177,0.118762548,0.578312113,0.814590283,20.33335215,0
0.970814787,0.583346949,0.261711474,0.479713901,0.481544999,18.15434883,0
0.289305537,0.481002636,0.138217035,0.640827345,0.776678494,17.84356542,0
0.2855551,0.647962807,0.854050052,0.836891784,0.325534872,19.90289642,0
0.051962858,0.538554655,0.356595075,0.331560476,0.466762471,6.894882324,1
0.15216822,0.655417028,0.061961304,0.733290645,0.858755792,19.71225109,0
0.572814327,0.820829734,0.580144075,0.806284084,0.727312987,21.87979387,0
0.315322881,0.997338137,0.069173897,0.56817429,0.251029578,18.63648691,0
0.917597582,0.937180575,0.2617563,0.91995012,0.041452398,14.99106314,0
0.951054807,0.520584582,0.872511144,0.143268759,0.253813896,16.12926009,0
0.29364403,0.089343782,0.656614638,0.823687456,0.645834409,13.18858952,1
0.400747322,0.950774746,0.770111969,0.480974588,0.862751483,20.00899208,0
0.551273564,0.268996603,0.026961005,0.995358841,0.630504981,21.00852945,0
0.49718903,0.104785853,0.313192495,0.074822065,0.038829034,2.228410859,1
0.115057276,0.188838252,0.791796505,0.444802437,0.616055988,9.087926646,1
0.03391998,0.339453175,0.980962541,0.244437445,0.831473753,11.60255903,1
0.859642219,0.757555186,0.160809529,0.521708985,0.915265512,20.54528099,0
0.747083636,0.31971782,0.160040797,0.971994032,0.164713198,21.65870483,0
0.279283403,0.05362375,0.850174133,0.771487843,0.993436082,15.48330378,0
0.563816569,0.453855914,0.530261185,0.90642771,0.237864571,18.29779482,0
0.732944277,0.457072944,0.124707209,0.960824239,0.466179869,23.25188203,0
0.503023782,0.407892609,0.124642947,0.329706305,0.256951595,13.16286536,1
0.93761829,0.560553396,0.406227198,0.76863633,0.98872739,22.25920064,0
0.605954412,0.289611647,0.487314589,0.127905124,0.367551806,9.263458461,1
0.226413261,0.815961944,0.773574291,0.484440355,0.900050364,15.913876,0
0.639794065,0.628842966,0.078098175,0.213500361,0.998372374,18.58539731,0
0.710009262,0.212290078,0.112185168,0.981858414,0.04280913,19.00626593,0
0.612114734,0.790125912,0.037905019,0.47651959,0.110222857,21.24393087,0
0.511552079,0.164290367,0.70701804,0.835493144,0.589491985,14.19103102,1
0.431337477,0.376692569,0.709046465,0.756656636,0.336147055,14.80559755,0
0.13595582,0.433430788,0.935092963,0.759319772,0.490807454,16.68108325,0
0.770125539,0.614244142,0.703048692,0.852531099,0.919246984,24.43165597,0
0.047411205,0.836776036,0.188780989,0.229423627,0.380771693,7.505254322,1
