@relation meta
@attribute DS_Name {'Aust_Credit','Belgian','BT','Chromosone','Credit','CUT','Diabetes','Digits','DNA','Faults','German_Credit','Head','Heart','KlDigits','Letters','NewBelgian','SatImage','Segment','Shuttle','Technical','TseTse','Vehicle'}
@attribute T numeric
@attribute N numeric
@attribute p numeric
@attribute k numeric
@attribute Bin numeric
@attribute Cost numeric
@attribute Sdratio numeric
@attribute correl numeric
@attribute cancor1 numeric
@attribute cancor2 numeric
@attribute fract1 numeric
@attribute fract2 numeric
@attribute skewness numeric
@attribute kurtosis numeric
@attribute Hc numeric
@attribute Hx numeric
@attribute MCx numeric
@attribute EnAtr numeric
@attribute NSRatio numeric
@attribute ALG_Name {'Ac2','Alloc80','BackProp','Bayes','BayesTree','C4.5','Cal5','CART','Cascade','Castle','Cn2','Default','Dipol92','Discrim','IndCART','ITrule','KNN','Kohonen','LogDisc','LVQ','NewId','QuaDisc','RBF','Smart'}
@attribute class numeric
@attribute group {0,1}
@data
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'Cn2',5.683,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'Default',24.057,0
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'Dipol92',0.779,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'Discrim',0.779,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'ITrule',0.467,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'IndCART',1.635,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'KNN',3.893,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'Kohonen',67.655,0
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'LVQ',5.138,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'LogDisc',0.779,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'NewId',3.893,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'QuaDisc',5.917,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'RBF',1.09,1
'Aust_Credit',690,690,14,2,4,0,1.2623,0.1024,0.7713,?,1,?,1.9701,12.5538,0.9912,2.3012,0.113,8.771681,19.364602,'Smart',2.102,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Ac2',9.035,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Alloc80',9.939,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'BackProp',2.711,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Bayes',20.781,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'BayesTree',7.228,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'C4.5',1.807,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'CART',885.438,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Cal5',2.711,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Cascade',885.438,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Castle',24.395,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Cn2',10.842,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Default',27.105,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Dipol92',0,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Discrim',11.746,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'ITrule',23.491,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'IndCART',4.518,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'KNN',9.939,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Kohonen',20.781,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'LVQ',18.07,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'LogDisc',9.035,1
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'NewId',11.746,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'QuaDisc',27.105,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'RBF',9.939,0
'BT',16000,20000,7,2,0,0,1.0975,0.1146,0.6109,?,1,?,6.1012,93.1399,0.2893,2.7416,0.0495,5.844444,54.385859,'Smart',0,1
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Ac2',12.819,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Alloc80',17.397,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'BackProp',5.036,1
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Bayes',25.637,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'BayesTree',10.987,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'C4.5',15.566,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'CART',12.819,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Cal5',10.53,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Cascade',455.064,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Castle',18.77,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Cn2',11.903,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Default',162.981,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Dipol92',5.494,1
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Discrim',8.698,1
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'ITrule',27.011,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'IndCART',12.819,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'KNN',24.264,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Kohonen',22.891,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'LVQ',21.975,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'LogDisc',0.458,1
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'NewId',9.614,1
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'QuaDisc',21.059,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'RBF',12.819,0
'Belgian',1250,2500,28,2,0,0,1.5124,0.3503,0.8869,?,1,?,0.4334,2.6581,0.9453,5.4853,0.3172,2.980139,16.292875,'Smart',0,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Ac2',13.84,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Alloc80',1.432,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'BackProp',4.295,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Bayes',20.521,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'BayesTree',0,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'C4.5',0.954,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'CART',460.999,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Cal5',5.249,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Cascade',460.999,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Castle',12.885,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Cn2',3.818,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Default',12.408,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Dipol92',5.249,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Discrim',7.636,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'ITrule',22.907,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'IndCART',2.863,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'KNN',0.954,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Kohonen',7.636,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'LVQ',3.341,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'LogDisc',5.727,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'NewId',2.386,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'QuaDisc',25.77,0
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'RBF',4.772,1
'CUT',7480,18700,20,2,0,0,1.032,0.2178,0.55,?,1,?,0.9012,3.5214,0.3256,4.6908,0.0292,160.643836,159.643836,'Smart',6.204,1
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Ac2',76.475,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Alloc80',86.162,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'BackProp',467.007,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Bayes',122.36,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'BayesTree',40.787,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'C4.5',46.395,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'CART',467.007,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Cal5',81.573,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Cascade',467.007,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Castle',47.924,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Cn2',33.649,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Default',446.613,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Dipol92',3.569,1
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Discrim',11.726,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'ITrule',312.527,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'IndCART',45.375,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'KNN',19.883,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Kohonen',45.885,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'LVQ',18.864,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'LogDisc',23.962,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'NewId',46.905,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'QuaDisc',0,1
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'RBF',22.942,0
'Chromosone',20000,40000,16,24,0,0,1.3218,0.1885,0.9884,0.9191,0.1505,0.2807,0.42,4.4024,4.5603,5.6411,1.3149,3.468172,3.290136,'Smart',22.433,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Ac2',9.523,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Alloc80',17.142,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'BackProp',9.714,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Bayes',14.475,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'BayesTree',8.38,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'C4.5',0,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'CART',9.523,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Cal5',0.762,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Cascade',14.666,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Castle',7.428,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Cn2',10.095,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Default',79.805,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Dipol92',9.333,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Discrim',9.523,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'ITrule',16.761,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'IndCART',0,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'KNN',21.713,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Kohonen',20.951,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'LVQ',16.19,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'LogDisc',9.714,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'NewId',9.523,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'QuaDisc',11.428,0
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'RBF',9.523,1
'Credit',2670,8900,16,2,8,0,1.0273,0.0825,0.7618,?,1,?,1.2082,4.4046,1,1.77,0.641,1.560062,1.76131,'Smart',5.524,1
'DNA',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,'Ac2',10.247,0
'DNA',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,'Alloc80',2.779,1
'DNA',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,'BackProp',8.163,1
'DNA',1186,3186,180,3,0,0,1.5407,0.0456,0.8729,0.83,0.5252,1,2.5582,29.5674,1.4725,0.8072,0.0218,67.545872,36.027523,'Bayes',4.689,1
