
@relation toy

@attribute 'a1' numeric
@attribute 'a2' numeric
@attribute 'a3' {1,2,3,4}
@attribute 'class' {red, blue}

@data
2.2371513870409268, 0.9443197776767216, 3, blue
1.0987145205417377, 1.560235633033154, 3, blue
1.336012558517029, 1.7719750772199518, 3, blue
1.4131460238557954, 3.544330777819047, 1, blue
1.6781649735580997, 2.522213246467895, 3, blue
1.8188177766056908, 3.1852407133380165, 3, blue
1.2227140483751315, 1.845255857567274, 3, blue
1.3299039468193314, 1.03311734821005, 3, blue
1.4549874973074766, 3.209833269978308, 3, blue
1.5902552235326273, 2.1361468609631302, 3, blue
2.7358922382286197, 1.0907896605153131, 3, blue
1.8331821445888627, 3.491558680050766, 3, blue
1.529120833487082, 3.325677029203147, 3, blue
2.1459086753600904, 1.9173526625731874, 3, blue
2.2940443004610747, 1.1761823632086168, 3, blue
1.6158642275111998, 2.2486055178507645, 3, blue
1.7184092622880833, 3.010128174602254, 3, blue
2.0987579384915653, 1.0311315742025469, 3, blue
1.5526483924293824, 2.0470063262090816, 3, blue
1.6561047257409043, 0.8176614126333173, 3, blue
1.3316503045682726, 1.7510878045775575, 3, blue
1.2801618171981848, 2.4351803524617193, 3, blue
2.5403707397136195, 0.6979826881363649, 3, blue
2.088797335383772, 3.048044059322197, 3, blue
1.4371105642456987, 3.008958423964325, 3, blue
1.9839453832317309, 1.68592029831404, 3, blue
1.5458072473170765, 1.733444417323688, 3, blue
1.8565776774252134, 3.1680579713263888, 3, blue
1.761635667659332, 2.2481933598165322, 3, blue
2.0748078627126336, 3.311859980297857, 3, blue
1.7121624912446103, 1.8802272718028699, 3, blue
1.7911548062303244, 4.088243708589837, 1, blue
1.8693106331799043, 0.3776075329845705, 3, blue
1.4526204732530061, 3.0201368990065762, 3, blue
1.3020551899299182, 2.875607570820105, 3, blue
1.4776421530410215, 2.429542917489222, 3, blue
1.7336794299447358, 3.3666800126039553, 3, blue
1.578908788256372, 2.5291464908132752, 3, blue
2.174045148396287, 1.279370930494086, 3, blue
0.6114935922229932, 4.242821633015813, 3, blue
2.525306070288809, 3.137868161232043, 3, blue
1.1877377888320044, 4.228799641934908, 1, blue
2.2066662588123727, 2.9068317844064353, 3, blue
1.4962397188579701, 1.0588325801547946, 3, blue
2.4396689076490343, 1.5331962984732368, 3, blue
1.6249767484340056, 2.8017590326899553, 3, blue
2.502083848268416, 4.315757157409491, 3, blue
2.1469795760576478, 2.1324664462811174, 3, blue
1.737876246697881, 1.5426097160339414, 3, blue
0.992720700107954, 1.2984085321194092, 3, blue
2.0043483384246574, 1.0421860619515255, 3, blue
1.7365839099326368, 2.246853747112783, 3, blue
1.3261082075540136, 1.0159307985181085, 3, blue
1.5231770567775946, 2.1002825838071075, 3, blue
1.347418383089292, 2.115221772394653, 3, blue
0.5319917460070818, 1.182468122331219, 3, blue
1.2638907599684597, 1.8436560676223432, 3, blue
2.0204560856985405, 3.7329171938405286, 1, blue
2.34752263196087, 3.372069290575124, 3, blue
1.734352097951124, 1.8334620694545098, 3, blue
0.7438308812640568, 3.412402840882245, 3, blue
1.3199792799681682, 3.335395545321914, 3, blue
2.4919592317316512, 1.001044668811241, 3, blue
1.9237711007956944, 0.6790614398052099, 3, blue
1.3251240625784286, 4.456088885337046, 3, blue
1.8098586594720527, 3.3109650964686654, 3, blue
0.8337637709346701, 2.4490689085891404, 3, blue
1.213267641629552, 2.4995003048379925, 3, blue
2.7054637434643194, 2.8869776660274056, 3, blue
1.7464237075993068, 2.012990158877426, 3, blue
1.7075670338108329, 2.429676448476366, 3, blue
1.7597799849736515, 2.954066283391976, 3, blue
1.6447419756735235, 2.367428184048042, 3, blue
1.567550203556547, 2.864098365425754, 3, blue
1.352130543438451, 2.5541770841284603, 3, blue
1.083007600967543, 3.5428887255162556, 3, blue
0.8550832965611868, 2.511334085405905, 3, blue
2.2512998212537823, 2.5972647635855077, 3, blue
1.703593608682157, 1.7879072827052431, 3, blue
1.8138716097405592, 3.150761896636819, 3, blue
1.3486700667326388, 2.362408537435456, 3, blue
2.3790013087044137, 1.9834212990750593, 3, blue
1.7108163815704414, 2.091692614502235, 3, blue
2.179387616862403, 4.090683020674069, 3, blue
1.5469895239006723, 3.2893807131493964, 3, blue
1.5516941537527924, 3.7368197043015936, 3, blue
0.9496050149282043, 1.108014810202637, 3, blue
5.383103211637216, 1.3943559138401884, 4, blue
5.81064201050557, 6.449277801006804, 4, blue
4.0168454660036215, 6.393071633043883, 4, blue
4.350291670204147, 2.265435890632412, 4, blue
3.840305693734644, 3.671483548838516, 4, blue
6.167113828584172, 1.4810272156368072, 4, blue
4.614506532907859, 2.792767585497571, 4, blue
4.674174035584485, 4.63522211924989, 4, blue
5.958971427180544, 1.3600568311287846, 4, blue
4.865668278443927, 3.350093555001311, 4, blue
5.626817299071524, 1.414856529988352, 4, blue
3.539333469996492, 2.7731468782510644, 4, blue
5.284858616777655, 3.784553745987348, 4, blue
4.190036094302235, 1.6229043510373538, 4, blue
4.460809827572376, 1.2624136420635632, 4, blue
3.8336831267805676, 1.0785869365509295, 4, blue
6.083809636583635, 5.92250985882542, 4, blue
3.789115554844221, 1.90619400617224, 4, blue
6.2431276203731745, 6.133913115814358, 4, blue
4.978850357994378, 2.9529137167757087, 4, blue
4.662077900497174, 3.1008604494991814, 4, blue
5.641929217359397, 1.9927698499236117, 4, blue
4.488553037528389, 3.236306292626899, 4, blue
4.112247531429359, 2.560236281086828, 4, blue
4.7464997455697455, 5.410179697651735, 4, blue
4.893799013007325, 1.332138355990112, 4, blue
4.020615565293049, 4.400391510313778, 4, blue
5.348425125614143, 6.115554063274715, 4, blue
4.28020408908929, 6.5173929535432364, 4, blue
6.486452305723429, 4.6213365012881225, 4, blue
3.6943552464832257, 5.731891226977352, 4, blue
5.663819124237624, 5.694010570224469, 4, blue
4.3822180954221, 1.2223266647170825, 4, blue
4.721416608499084, 6.836544059364569, 4, blue
6.395768582897169, 2.2424480804059455, 4, blue
3.9459427131201172, 2.8650918074144545, 4, blue
4.703027501127787, 5.367701555007976, 4, blue
5.12480151873704, 3.1576688519607057, 4, blue
4.469803125923973, 2.3402804567311697, 4, blue
3.8932687199639027, 1.610783939857963, 4, blue
5.461476879208255, 1.7872523492369732, 4, blue
4.2771080050141865, 4.290985734799225, 4, blue
4.331953185585506, 6.5008573815479345, 4, blue
3.824814240774142, 1.6033772681408538, 4, blue
3.9467535835610317, 4.1918129411327945, 4, blue
4.238881328183325, 5.601019461485269, 4, blue
5.855896227856899, 6.856142273670541, 4, blue
4.405223749071392, 6.6931759806657585, 4, blue
6.012949894710541, 1.2433892326942309, 4, blue
4.554979706272201, 6.5207816900872295, 4, blue
5.297727318109221, 3.7446370715740254, 4, blue
5.195411906283324, 3.2514243088397823, 4, blue
6.406533427216722, 4.095283850323911, 4, blue
4.384510799219229, 4.258748970345401, 4, blue
3.5922804033956846, 4.720119240110218, 4, blue
4.421523891982783, 4.772522689182406, 4, blue
6.1732244804561045, 3.9402062896666257, 4, blue
5.798331057465622, 3.7408958956452, 4, blue
4.836730258070437, 2.1257763571284363, 4, blue
4.961622262455088, 3.1932127217503403, 4, blue
6.17004686977873, 1.3264116651878977, 4, blue
5.6618071152269, 6.627699468584169, 4, blue
3.8655928694107278, 3.7998360340227064, 4, blue
4.1909279390291125, 2.782820533094415, 4, blue
4.742324067963491, 2.2818348723135093, 4, blue
5.387477248302098, 4.946414241230294, 4, blue
3.5048412161064593, 3.6928670654921527, 4, blue
6.497314607693923, 5.098386004228814, 4, blue
4.663624551905093, 6.314005805906321, 4, blue
6.070402978971522, 5.599513977017417, 4, blue
3.7855833700656283, 6.168861575485429, 4, blue
6.079230592718816, 3.9740264589348078, 4, blue
4.060975629913935, 6.460109416986611, 4, blue
4.133248925188289, 3.8337307459986745, 4, blue
4.9266683812514005, 2.8440371426467084, 4, blue
5.38934710791453, 6.530230515097056, 4, blue
4.4761413414397175, 5.583054147473116, 4, blue
4.420929970953001, 4.494541435797344, 4, blue
3.9954240449683542, 4.758043438706702, 4, blue
4.246932979926369, 4.765132159881588, 4, blue
3.5560828591620646, 3.885882082810753, 4, blue
4.3281857028081765, 2.333841401101023, 4, blue
5.319067740140798, 5.102686619185183, 4, blue
3.6021353483698118, 3.899924435719196, 4, blue
4.3789224079316265, 6.8737373254626615, 4, blue
6.283674013239226, 4.712661718526313, 4, blue
4.10723984287438, 4.4899457774393445, 4, blue
4.890630635954256, 3.0800703016005864, 4, blue
6.244411092451425, 4.648623292138901, 4, blue
5.165027575958049, 3.8706647284630478, 4, blue
5.636956748921847, 5.528319525873927, 4, blue
5.092180857301249, 2.014726175050848, 4, blue
3.5852178563763393, 3.290062430498769, 4, blue
6.208939876844127, 3.123726749027548, 4, blue
3.8247271648479337, 1.4138217343998043, 4, blue
3.8100092950933697, 6.111305976333599, 4, blue
4.9612866131572995, 2.2764816789670013, 4, blue
6.493869039118664, 5.872818876115452, 4, blue
5.073769364668429, 3.6619600105541723, 4, blue
4.764337790837317, 3.860902616435504, 4, blue
5.847246325358493, 6.237465476106449, 5, blue
6.695911454501189, 6.374711015446604, 5, blue
5.1078384494684475, 6.662132094599532, 5, blue
5.676439882425151, 7.4050722194440235, 5, blue
5.997804408816253, 5.911248631276731, 5, blue
5.3533138423377205, 6.7538885985083015, 5, blue
5.19396756188192, 6.473085683584034, 5, blue
6.1249789486315205, 6.154527348566235, 5, blue
6.069080613628511, 5.478195593367755, 5, blue
5.673913988462496, 5.978171101022227, 5, blue
5.1572300954911885, 5.891422774183434, 5, blue
5.713344035587761, 6.1745391156971685, 5, blue
5.176609954098396, 5.662818815575617, 5, blue
5.242254845385431, 5.76672212352392, 5, blue
5.359571905189724, 6.3303200917552545, 5, blue
5.6840885779709645, 6.9721100853564515, 5, blue
5.482137175957633, 5.630144425791951, 5, blue
5.447951035826568, 5.457489406981824, 5, blue
5.692407508634185, 5.931833372928724, 5, blue
5.423114734110117, 5.870770688693596, 5, blue
5.789231754585865, 6.756253714700009, 5, blue
5.6834028439799225, 5.090787814907578, 5, blue
4.573585595827732, 6.728879915112664, 5, blue
5.115747647507614, 6.58053883502226, 5, blue
5.125884512299178, 5.922226435013763, 5, blue
6.2119841097511195, 5.564398775926429, 5, blue
5.358746056160529, 5.886571906902237, 5, blue
5.482210853645115, 6.275337870796138, 5, blue
5.605888353319489, 5.685136690660803, 5, blue
6.1333447919600514, 7.081184286401161, 5, blue
5.463459573236646, 5.431504075310788, 5, blue
4.336274042388795, 5.732849303621951, 5, blue
5.816409640273478, 6.236065675726784, 5, blue
5.824874852536874, 5.3942807092521745, 5, blue
5.736809858168644, 5.786725518357979, 5, blue
5.083225484015902, 6.475405420415013, 5, blue
5.313301760153431, 5.832220715150746, 5, blue
5.817953840005531, 6.807985656521419, 5, blue
5.275582975491481, 5.69068109933308, 5, blue
5.017157023677827, 5.030064012615787, 5, blue
5.321767752531348, 6.635196216357661, 5, blue
5.6519459422143346, 5.957953595519498, 5, blue
6.253249250364287, 4.959747840158376, 5, blue
4.892479651002038, 6.446322845961843, 5, blue
4.661025806540269, 6.8219928007309765, 5, blue
4.954936791678846, 5.6115509628898765, 5, blue
5.843108986896933, 6.4719274087160725, 5, blue
6.228190568360475, 6.164498874064255, 5, blue
5.67781050211146, 5.847076573420183, 5, blue
5.43251932995655, 5.1730454884312564, 5, blue
